Timestep: 0, Selected Action: 0, Observation probs: [0.07968, 0.01248, 0.00384, 0.1328, 0.0208, 0.0064, 0.45152, 0.07072, 0.02176, 0.01494, 0.00234, 7.2E-4, 0.0249, 0.0039, 0.0012, 0.08466, 0.01326, 0.00408, 0.00498, 7.8E-4, 2.4E-4, 0.0083, 0.0013, 4.0E-4, 0.02822, 0.00442, 0.00136]
Timestep: 1, Selected Action: 0, Observation probs: [0.028944, 0.009936, 0.00432, 0.077184, 0.026496, 0.01152, 0.376272, 0.129168, 0.05616, 0.007236, 0.002484, 0.00108, 0.019296, 0.006624, 0.00288, 0.094068, 0.032292, 0.01404, 0.00402, 0.00138, 6.0E-4, 0.01072, 0.00368, 0.0016, 0.05226, 0.01794, 0.0078]
Timestep: 2, Selected Action: 0, Observation probs: [0.03984, 0.00624, 0.00192, 0.10624, 0.01664, 0.00512, 0.51792, 0.08112, 0.02496, 0.00747, 0.00117, 3.6E-4, 0.01992, 0.00312, 9.6E-4, 0.09711, 0.01521, 0.00468, 0.00249, 3.9E-4, 1.2E-4, 0.00664, 0.00104, 3.2E-4, 0.03237, 0.00507, 0.00156]
Timestep: 3, Selected Action: 0, Observation probs: [0.07968, 0.01248, 0.00384, 0.1328, 0.0208, 0.0064, 0.45152, 0.07072, 0.02176, 0.01494, 0.00234, 7.2E-4, 0.0249, 0.0039, 0.0012, 0.08466, 0.01326, 0.00408, 0.00498, 7.8E-4, 2.4E-4, 0.0083, 0.0013, 4.0E-4, 0.02822, 0.00442, 0.00136]
Timestep: 4, Selected Action: 0, Observation probs: [0.07968, 0.01248, 0.00384, 0.1328, 0.0208, 0.0064, 0.45152, 0.07072, 0.02176, 0.01494, 0.00234, 7.2E-4, 0.0249, 0.0039, 0.0012, 0.08466, 0.01326, 0.00408, 0.00498, 7.8E-4, 2.4E-4, 0.0083, 0.0013, 4.0E-4, 0.02822, 0.00442, 0.00136]
Timestep: 5, Selected Action: 0, Observation probs: [0.03984, 0.00624, 0.00192, 0.10624, 0.01664, 0.00512, 0.51792, 0.08112, 0.02496, 0.00747, 0.00117, 3.6E-4, 0.01992, 0.00312, 9.6E-4, 0.09711, 0.01521, 0.00468, 0.00249, 3.9E-4, 1.2E-4, 0.00664, 0.00104, 3.2E-4, 0.03237, 0.00507, 0.00156]
Timestep: 6, Selected Action: 0, Observation probs: [0.07968, 0.01248, 0.00384, 0.1328, 0.0208, 0.0064, 0.45152, 0.07072, 0.02176, 0.01494, 0.00234, 7.2E-4, 0.0249, 0.0039, 0.0012, 0.08466, 0.01326, 0.00408, 0.00498, 7.8E-4, 2.4E-4, 0.0083, 0.0013, 4.0E-4, 0.02822, 0.00442, 0.00136]
Timestep: 7, Selected Action: 0, Observation probs: [0.07968, 0.01248, 0.00384, 0.1328, 0.0208, 0.0064, 0.45152, 0.07072, 0.02176, 0.01494, 0.00234, 7.2E-4, 0.0249, 0.0039, 0.0012, 0.08466, 0.01326, 0.00408, 0.00498, 7.8E-4, 2.4E-4, 0.0083, 0.0013, 4.0E-4, 0.02822, 0.00442, 0.00136]
Timestep: 8, Selected Action: 0, Observation probs: [0.07968, 0.01248, 0.00384, 0.1328, 0.0208, 0.0064, 0.45152, 0.07072, 0.02176, 0.01494, 0.00234, 7.2E-4, 0.0249, 0.0039, 0.0012, 0.08466, 0.01326, 0.00408, 0.00498, 7.8E-4, 2.4E-4, 0.0083, 0.0013, 4.0E-4, 0.02822, 0.00442, 0.00136]
Timestep: 9, Selected Action: 0, Observation probs: [0.035856, 0.005616, 0.001728, 0.095616, 0.014976, 0.004608, 0.466128, 0.073008, 0.022464, 0.008964, 0.001404, 4.32E-4, 0.023904, 0.003744, 0.001152, 0.116532, 0.018252, 0.005616, 0.00498, 7.8E-4, 2.4E-4, 0.01328, 0.00208, 6.4E-4, 0.06474, 0.01014, 0.00312]
Timestep: 10, Selected Action: 0, Observation probs: [0.07968, 0.01248, 0.00384, 0.1328, 0.0208, 0.0064, 0.45152, 0.07072, 0.02176, 0.01494, 0.00234, 7.2E-4, 0.0249, 0.0039, 0.0012, 0.08466, 0.01326, 0.00408, 0.00498, 7.8E-4, 2.4E-4, 0.0083, 0.0013, 4.0E-4, 0.02822, 0.00442, 0.00136]
Timestep: 11, Selected Action: 0, Observation probs: [0.028944, 0.009936, 0.00432, 0.077184, 0.026496, 0.01152, 0.376272, 0.129168, 0.05616, 0.007236, 0.002484, 0.00108, 0.019296, 0.006624, 0.00288, 0.094068, 0.032292, 0.01404, 0.00402, 0.00138, 6.0E-4, 0.01072, 0.00368, 0.0016, 0.05226, 0.01794, 0.0078]
Timestep: 12, Selected Action: 0, Observation probs: [0.07968, 0.01248, 0.00384, 0.1328, 0.0208, 0.0064, 0.45152, 0.07072, 0.02176, 0.01494, 0.00234, 7.2E-4, 0.0249, 0.0039, 0.0012, 0.08466, 0.01326, 0.00408, 0.00498, 7.8E-4, 2.4E-4, 0.0083, 0.0013, 4.0E-4, 0.02822, 0.00442, 0.00136]
